table,name,key,title,description,comments,example,type,format,unique,required,minimum,maximum,namespace,dcterms:isVersionOf,dcterms:references,rdfs:comment,status,new,ignore
phylogenetic-tree-media,subjectCategorySource,,Subject Category Source,A reference to a controlled vocabulary in which the definition of a value in dwc:subjectCategory is given.,"The Audiovisual Core recommended vocabularies do not need to be cited here. There is no required linkage between individual Subject Category terms and the vocabulary; the mechanism is intended to support discovery of the normative URI for a term, but not guarantee it.",,string,default,,,,,,http://rs.tdwg.org/ac/terms/subjectCategorySource,http://rs.tdwg.org/ac/terms/version/subjectCategorySource-2020-01-27,Any vocabulary or formal classification from which terms in the Subject Category have been drawn.,defer,false,true
phylogenetic-tree-media,subjectPartLiteral,,Subject Part Literal,"The portion or product of organism morphology, behaviour, environment, etc. that is either predominantly shown or particularly well exemplified by the dwc:Media resource, denoted by a controlled value string.",Values SHOULD be selected from the Controlled Vocabulary for ac:subjectPart. It is best practice to use ac:subjectPart instead of ac:subjectPartLiteral whenever practical.,,string,default,,,,,,http://rs.tdwg.org/ac/terms/subjectPartLiteral,http://rs.tdwg.org/ac/terms/version/subjectPartLiteral-2023-09-05,"The portion or product of organism morphology, behaviour, environment, etc. that is either predominantly shown or particularly well exemplified by the media resource, denoted by a controlled value string.",defer,false,true
phylogenetic-tree-media,subjectPart,,Subject Part,"The portion or product of organism morphology, behaviour, environment, etc. that is either predominantly shown or particularly well exemplified by the dwc:Media resource.",,,string,default,,,,,,http://rs.tdwg.org/ac/terms/subjectPart,http://rs.tdwg.org/ac/terms/version/subjectPart-2023-09-05,"The portion or product of organism morphology, behaviour, environment, etc. that is either predominantly shown or particularly well exemplified by the media resource, denoted by an IRI.",defer,false,true
phylogenetic-tree-media,subjectOrientationLiteral,,Subject Orientation Literal,"Specific orientation (= direction, view angle) of the subject represented in the dwc:Media resource with respect to the acquisition device, denoted by a controlled value string.",Values SHOULD be selected from the Controlled Vocabulary for ac:subjectOrientation. It is best practice to use ac:subjectOrientation instead of ac:subjectOrientationLiteral whenever practical.,,string,default,,,,,,http://rs.tdwg.org/ac/terms/subjectOrientationLiteral,http://rs.tdwg.org/ac/terms/version/subjectOrientationLiteral-2023-09-05,"Specific orientation (= direction, view angle) of the subject represented in the media resource with respect to the acquisition device, denoted by a controlled value string.",defer,false,true
phylogenetic-tree-media,subjectOrientation,,Subject Orientation,"Specific orientation (= direction, view angle) of the subject represented in the dwc:Media resource with respect to the acquisition device.",,,string,default,,,,,,http://rs.tdwg.org/ac/terms/subjectOrientation,http://rs.tdwg.org/ac/terms/version/subjectOrientation-2023-09-05,"Specific orientation (= direction, view angle) of the subject represented in the media resource with respect to the acquisition device, denoted by an IRI.",defer,false,true
phylogenetic-tree-media,physicalSetting,,Physical Setting,"The setting of the content represented in a dwc:Media resource, such as images, sounds, and movies if the provider deems them relevant.",,,string,default,,,,,,http://rs.tdwg.org/ac/terms/physicalSetting,http://rs.tdwg.org/ac/terms/version/physicalSetting-2020-01-27,"The setting of the content represented in a dwc:Media resource, such as images, sounds, and movies if the provider deems them relevant.",defer,false,true
phylogenetic-tree-protocol,phylogeneticTreeID,fk,Phylogenetic Tree ID,An identifier for a dwc:PhylogeneticTree.,Recommended best practice is to use a globally unique identifier.,,string,default,false,true,,,,,,,defer,false,true
phylogenetic-tree-protocol,protocolID,fk,Protocol ID,An identifier for a dwc:Protocol.,Recommended best practice is to use a globally unique identifier.,,string,default,false,true,,,,,,,defer,false,true
phylogenetic-tree-tip,phylogeneticTreeTipID,pk,Phylogenetic Tree Tip ID,An identifier for a dwc:PhylogeneticTreeTip.,Recommended best practice is to use a globally unique identifier.,,string,default,true,true,,,,,,,defer,false,true
phylogenetic-tree-tip,phylogeneticTreeID,fk,Phylogenetic Tree ID,An identifier for a dwc:PhylogeneticTree.,Recommended best practice is to use a globally unique identifier.,,string,default,false,true,,,,,,,defer,false,true
phylogenetic-tree-tip,phylogeneticTreeTipLabel,,Phylogenetic Tree Tip Label,A label applied to a dwc:PhylogeneticTreeTip.,,`Ministrymon sp. nov. 1`,string,default,,,,,,,,,defer,false,true
phylogenetic-tree-tip,taxonID,,Taxon ID,An identifier for a dwc:Taxon.,"In DwC-DP, the taxonID is always an external link to a taxon record. As such, if present, it should be a resolvable globally unique identifier. See the Identifiers section of https://github.com/CatalogueOfLife/coldp/blob/master/README.md.",,string,default,,,,,,http://rs.tdwg.org/dwc/terms/taxonID,http://rs.tdwg.org/dwc/terms/version/taxonID-2023-06-28,An identifier for the set of dwc:Taxon information. May be a global unique identifier or an identifier specific to the data set.,defer,false,true
phylogenetic-tree-tip,scientificName,,Scientific Name,"A scientific name string, not including authorship, date or identification qualifiers.",,`Coleoptera` (order); `Vespertilionidae` (family); `Manis` (genus); `Ctenomys sociabilis` (genus + specificEpithet); `Ambystoma tigrinum diaboli` (genus + specificEpithet + infraspecificEpithet); `Quercus agrifolia var. oxyadenia` (genus + specificEpithet + taxonRank + infraspecificEpithet); `×Agropogon littoralis`; `Mentha ×smithiana`; `Agrostis stolonifera L. × Polypogon monspeliensis`,string,default,,,,,,http://rs.tdwg.org/dwc/terms/scientificName,http://rs.tdwg.org/dwc/terms/version/scientificName-2023-06-28,"The full scientific name, with authorship and date information if known. When forming part of a dwc:Identification, this should be the name in lowest level taxonomic rank that can be determined. This term should not contain identification qualifications, which should instead be supplied in the dwc:identificationQualifier term.",defer,false,true
phylogenetic-tree-tip,materialEntityID,fk,Material Entity ID,An identifier for a dwc:MaterialEntity.,"Values of dwc:materialEntityID are intended to uniquely and persistently identify a particular dwc:MaterialEntity within some context. Examples of context include a particular sample collection, an organization, or the worldwide scale. Recommended best practice is to use a persistent, globally unique identifier. The identifier is bound to a physical object (a dwc:MaterialEntity) as opposed to a particular digital record (representation) of that physical object.",,string,default,false,true,,,,http://rs.tdwg.org/dwc/terms/materialEntityID,http://rs.tdwg.org/dwc/terms/version/materialEntityID-2023-09-13,An identifier for a particular instance of a dwc:MaterialEntity.,defer,false,true
phylogenetic-tree-tip,nucleotideSequenceID,fk,Nucleotide Sequence ID,An identifier for a dwc:NucleotideSequence.,Recommended best practice is to use a globally unique identifier.,,string,default,false,true,,,,,,,defer,false,true
phylogenetic-tree-tip-assertion,phylogeneticTreeTipID,fk,Phylogenetic Tree Tip ID,An identifier for a dwc:PhylogeneticTreeTip.,Recommended best practice is to use a globally unique identifier.,,string,default,false,true,,,,,,,defer,false,true
phylogenetic-tree-tip-assertion,assertionID,pk,Assertion ID,An identifier for a dwc:Assertion.,Recommended best practice is to use a globally unique identifier.,,string,default,true,true,,,dwc,,,,recommended,true,false
phylogenetic-tree-tip-assertion,verbatimAssertionType,,Verbatim Assertion Type,A string representing the type of dwc:Assertion as it appeared in the original record.,"This term is meant to allow the capture of an unaltered original name for a dwc:assertionType. This term is meant to be used in addition to dwc:assertionType, not instead of it.",`water_temp`; `Fish biomass`; `sampling net mesh size`,string,default,,,,,dwc,,,,recommended,true,false
phylogenetic-tree-tip-assertion,assertionType,,Assertion Type,A category that best matches the nature of a dwc:Assertion.,"Recommended best practice is to use a controlled vocabulary. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`tail length`; `temperature`; `trap line length`; `survey area`; `trap type`,string,default,,,,,dwc,,,,recommended,true,false
phylogenetic-tree-tip-assertion,assertionTypeIRI,,Assertion Type (IRI),An IRI of a controlled vocabulary value for a type of dwc:Assertion.,Recommended best practice is to use an IRI for a term in a controlled vocabulary.,,string,default,,,,,dwciri,,,,recommended,true,false
phylogenetic-tree-tip-assertion,assertionTypeSource,,Assertion Type Source,A reference to the controlled vocabulary in which the definition of a value in dwc:assertionType is given.,,,string,default,,,,,dc,http://purl.org/dc/elements/1.1/source,,A related resource from which the described resource is derived.,recommended,false,true
phylogenetic-tree-tip-assertion,assertionMadeDate,,Assertion Made Date,A date on which a dwc:Assertion was created.,Recommended best practice is to use a date that conforms to ISO 8601-1:2019.,`1963-03-08T14:07-06:00` (8 Mar 1963 at or after 2:07pm and before 2:08pm in the time zone six hours earlier than UTC); `2009-02-20T08:40Z` (20 February 2009 at or after 8:40am and before 8:41 UTC); `2018-08-29T15:19` (29 August 2018 at or after 3:19pm and before 3:20pm local time); `1809-02-12` (within the day 12 February 1809); `1906-06` (in the month of June 1906); `1971` (in the year 1971); `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z` (some time within the interval beginning 1 March 2007 at 1pm UTC and before 11 May 2008 at 3:30pm UTC); `1900/1909` (some time within the interval between the beginning of the year 1900 and before the year 1909); `2007-11-13/15` (some time in the interval between the beginning of 13 November 2007 and before 15 November 2007),string,default,,,,,dwc,,,,recommended,true,false
phylogenetic-tree-tip-assertion,assertionEffectiveDate,,Assertion Effective Date,A date on which a state or measurement of a dwc:Assertion was deemed to first be in effect.,Recommended best practice is to use a date that conforms to ISO 8601-1:2019.,`1963-03-08T14:07-06:00` (8 Mar 1963 at or after 2:07pm and before 2:08pm in the time zone six hours earlier than UTC); `2009-02-20T08:40Z` (20 February 2009 at or after 8:40am and before 8:41 UTC); `2018-08-29T15:19` (29 August 2018 at or after 3:19pm and before 3:20pm local time); `1809-02-12` (within the day 12 February 1809); `1906-06` (in the month of June 1906); `1971` (in the year 1971); `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z` (some time within the interval beginning 1 March 2007 at 1pm UTC and before 11 May 2008 at 3:30pm UTC); `1900/1909` (some time within the interval between the beginning of the year 1900 and before the year 1909); `2007-11-13/15` (some time in the interval between the beginning of 13 November 2007 and before 15 November 2007),string,default,,,,,dwc,,,,recommended,true,false
